Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
1,2222,3,268,1.8,3,0,1996,17
1,2900,4,236,2,0,0,2001,18
6,4600,1,1,1.8,1,1,1996,144
2,3200,3,198,2,1,1,1992,7
3,19400,0,78,2.4,3,1,2012,199
4,4000,3,215,1.9,0,0,2005,163
1,65099,0,0,2,0,1,2016,299
1,53999,3,80,2.99,0,1,2012,40
4,9200,4,155,1.5,0,1,2010,108
2,109999,5,0,2.2,0,1,2016,289
2,23500,5,170,2.2,0,1,2011,296
0,4800,3,390,2.6,3,1,1993,1
5,13500,3,100,2.4,3,1,2007,102
5,8700,3,131,1.6,1,1,2007,110
2,12300,3,423,5,1,1,1997,232
3,7900,2,148,1.8,3,1,2003,201
6,10700,5,153,2,0,1,2010,101
4,6800,5,185,1.6,2,1,2006,159
4,8500,5,157,1.5,0,0,2013,248
3,18700,0,97,3.2,0,1,2009,203
1,1900,4,285,2.5,0,0,1997,34
2,15500,5,75,2,0,1,2011,296
6,8700,1,148,1.4,2,1,2008,214
2,47300,3,121,3,0,1,2012,228
1,5000,3,400,2.5,3,1,1991,34
5,24000,0,73,4,3,1,2008,173
6,14800,3,85,1.4,3,1,2013,158
2,6400,5,290,2.2,0,1,1999,296
3,19000,0,139,2.4,1,1,2011,199
2,11700,5,211,2.2,0,1,2007,296
6,6500,4,101,2,0,1,2011,208
6,4999,3,145,2,3,1,2000,78
6,1900,1,100,1.6,3,1,1989,143
4,8999,4,100,1.5,0,1,2009,159
6,12700,5,164,1.6,0,1,2012,285
2,2200,3,168,2,3,0,1994,115
1,32500,4,65,2,3,1,2014,22
6,16800,4,149,1.4,1,1,2013,209
2,8999,5,360,2.2,0,1,2006,296
0,2500,3,407,2.8,1,0,1999,64
1,37000,3,95,4.4,3,1,2011,50
6,19500,3,82,1.8,3,1,2011,209
6,10900,5,240,2.5,0,1,2007,277
1,36500,3,33,2,0,1,2014,22
4,7300,5,154,1.5,0,1,2012,159
1,17500,4,125,3,0,1,2006,36
0,24500,3,122,4,0,1,2008,67
5,15500,0,146,2.4,1,1,2008,222
3,25000,0,0,2,3,1,2016,198
2,11900,3,167,1.8,3,1,2005,79
2,8000,5,40,2.9,0,1,1999,261
3,16900,0,126,3,1,1,2008,203
5,8800,0,205,2,3,1,2002,222
1,13000,3,220,2.5,3,1,2005,32
4,7500,5,43,1.5,0,1,2013,159
5,8300,3,140,3,3,1,2002,102
5,18700,0,250,4.7,1,1,2004,168
5,28787.85,3,0,2.5,3,1,2016,102
2,16500,3,190,2.2,0,1,2007,79
3,13900,0,127,3,3,1,2008,199
0,1350,4,400,1.9,0,0,1994,52
5,20859.15,0,1,2,3,1,2016,222
3,28800,0,100,3.2,0,1,2013,203
2,34900,0,64,2.2,0,1,2013,135
1,37500,2,45,2,3,1,2013,31
2,19700,3,220,2.2,0,1,2009,115
2,12800,2,116,2.2,0,1,2013,296
4,4600,5,265,1.5,0,1,2008,159
2,17977,5,322,3,0,1,2007,268
6,11962,3,0,1.6,3,1,2015,214
6,12500,4,195,1.6,0,1,2013,148
6,9200,5,268,2.5,0,1,2003,275
2,28500,3,148,2.2,0,1,2011,115
6,16950,3,38,2,0,1,2014,158
2,24750,3,212,5.5,3,1,2006,232
2,57000,0,3,2.2,0,1,2015,181
5,11300,1,87,1,3,1,2009,157
2,51000,3,119,4.7,3,1,2012,232
0,3000,4,270,1.9,0,0,2001,61
5,9800,2,250,1.8,3,1,2000,107
6,12850,0,200,2.5,0,1,2006,284
1,52300,3,55,3,0,1,2013,30
1,3650,3,300,2,3,1,1990,31
1,39900,0,82,3,3,1,2011,301
4,7400,4,200,1.5,0,1,2007,194
6,13999,5,175,2,0,1,2012,278
2,15500,3,270,3.2,0,0,2007,227
4,8500,4,130,1.5,0,1,2012,108
1,32500,2,86,3,3,1,2010,30
5,14700,3,131,3.5,1,1,2007,102
6,6500,5,310,1.9,0,1,1997,275
4,7800,5,139,1.5,0,1,2013,159
2,8700,5,290,2.2,0,1,2005,296
4,9000,1,56,1.6,3,1,2011,194
2,14800,5,139,3,0,1,2008,296
5,13400,3,125,2.4,3,1,2008,102
1,7777,2,375,4,0,1,2000,48
5,6900,1,92,1.3,3,1,2006,303
6,10500,2,270,2.5,0,1,2007,277
0,7800,3,90,2.2,1,1,1994,239
2,4100,3,215,4.3,3,0,2001,96
1,4400,3,260,2,1,1,1990,31
1,41500,0,176,3,0,1,2012,299
2,13999,5,98,2.2,0,1,2011,296
2,16800,5,116,2.2,0,1,2013,296
1,58500,0,80,3,0,1,2013,300
6,10200,3,280,1.8,3,1,2006,207
3,13300,0,110,2.4,1,1,2008,199
4,6300,5,180,1.5,0,1,2012,159
0,16999,1,69,1.4,3,1,2012,59
5,20100,0,48,2,3,1,2012,222
6,10800,3,100,1.8,3,1,2008,208
2,14200,3,245,2.2,0,1,2007,115
1,4700,3,333,3,3,1,1994,46
1,5700,3,252,2.5,0,1,1997,34
1,11900,3,300,2.5,1,1,2004,34
2,3750,4,330,2.2,1,1,1995,115
2,2700,3,350,3,0,1,1988,15
6,2999,4,239,1.9,0,0,2003,207
2,8600,3,240,3.2,0,1,2001,115
5,6950,3,192,2,3,1,2003,72
3,22900,0,69,2.4,3,1,2014,199
6,8900,3,185,1.6,3,1,2007,158
6,7500,5,317,1.9,0,1,2008,278
1,28700,3,160,3,3,1,2011,35
2,12000,2,218,2.2,0,1,2007,296
1,10999,3,150,2,1,1,2003,18
0,23000,0,167,3.6,3,1,2008,219
0,2550,4,1,2.5,0,0,1998,64
5,8800,0,388,4.2,0,1,1997,172
4,10000,5,220,2,0,1,2007,286
4,6300,5,73,1.5,0,1,2008,159
5,13800,2,160,3.5,1,1,2006,102
6,10750,5,176,2,0,1,2012,278
6,12500,5,207,1.9,0,1,2007,252
2,5500,3,250,2.2,0,0,2003,115
6,13300,5,250,2.5,0,1,2008,277
6,20000,0,115,2.5,0,1,2008,284
4,3500,5,30,1.4,1,1,2006,159
4,9300,3,94,1.5,0,1,2011,120
0,30500,3,110,3,3,1,2011,64
0,18300,4,190,2,0,1,2011,64
0,41000,0,88,4.2,0,1,2010,219
1,4100,1,160,1.6,3,1,2004,0
6,22500,5,62,2,0,1,2011,104
6,8900,5,272,1.9,0,1,2005,101
1,13950,0,278,3,0,1,2003,299
6,8999,5,125,1.6,0,1,2011,101
5,14100,1,67,1.6,3,1,2012,70
6,6950,3,132,1.6,2,1,2004,78
6,7350,1,180,1.4,3,1,2003,145
2,17500,2,180,3,0,1,2008,296
2,20500,3,222,5.5,3,1,2006,232
2,115000,3,49,4.7,3,1,2014,232
3,11100,4,132,2.4,1,1,2006,152
1,29900,3,175,2,0,1,2011,31
5,17595,3,131,2,3,1,2011,72
6,6800,5,170,2,1,0,2011,101
0,4150,4,249,2.5,0,0,2004,64
5,32950,2,50,5.7,3,1,2013,287
2,7500,2,406,2.2,0,1,2003,296
1,33700,0,134,4.4,3,1,2009,301
3,8350,3,98,1.5,3,1,2010,166
1,4100,3,350,2.4,0,1,1992,34
1,4700,3,230,2.5,3,1,1990,34
2,14500,5,207,2.2,0,1,2008,296
2,9600,5,184,2.2,0,1,2012,296
2,17800,5,162,1.8,0,1,2012,75
2,40000,0,152,5,1,1,2006,124
5,24000,0,152,4,1,1,2006,173
6,8300,2,151,2,3,1,2005,277
1,3800,3,278,2.9,0,0,2001,36
0,27500,3,150,2,3,1,2013,64
6,5200,4,248,2,0,0,2005,208
6,8500,3,220,2,2,1,2005,207
2,43500,3,59,4.6,3,1,2011,232
1,14000,0,240,4.4,1,1,2002,299
3,11500,0,191,3,1,1,2006,202
1,41000,3,97,4.4,3,1,2011,50
2,62000,0,150,3,0,1,2013,128
0,35900,0,143,3,0,1,2010,219
2,8200,2,199,2.2,0,1,2001,296
2,17300,3,107,1.8,3,1,2008,79
0,30999,3,2,1.4,3,1,2016,60
1,3099,3,230,3,0,0,2003,36
0,5700,4,250,2,0,0,2006,61
6,7400,3,178,1.8,1,1,2001,207
5,14500,2,180,2.5,0,1,2007,155
6,7300,5,214,1.9,0,1,2001,275
2,33800,0,120,3,0,1,2010,185
1,3900,3,330,3,0,0,2000,36
6,10700,5,274,2.5,0,1,2001,275
0,17800,3,177,4.2,3,1,2008,67
3,14500,0,167,3,1,1,2008,203
2,29900,3,83,2.2,0,1,2012,115
2,8100,5,330,2.2,0,1,2001,296
2,29500,3,64,1.6,3,1,2013,85
2,12700,2,198,2.2,0,1,2011,296
6,1199,1,250,1.9,0,0,1994,144
6,12999,5,250,1.9,0,1,2009,277
0,34419.45,3,0,1.4,3,1,2016,217
3,8600,3,145,2,3,1,2009,166
4,10450,5,106,2,0,1,2013,286
2,17800,5,145,2.2,0,1,2010,296
0,3550,3,215,2.5,0,0,2001,64
2,114999,0,0,2.99,0,1,2016,137
4,13400,4,190,1.5,0,1,2013,163
1,2250,3,350,2.5,0,1,1998,34
3,14999,0,115,3,3,1,2008,199
6,10600,5,140,2,0,1,2011,280
0,34000,0,119,2,0,1,2013,218
1,33500,3,65,2,3,1,2013,31
0,22800,3,122,2,3,1,2011,64
1,66666,0,0,2,0,1,2016,299
0,18500,0,185,3.6,3,1,2008,219
6,17900,3,192,2.5,0,1,2007,196
2,6950,2,190,2.2,0,1,1999,296
2,105000,0,1,3,0,1,2016,137
4,11999,5,107,2,0,1,2013,286
4,8000,5,189,1.9,0,1,2005,286
1,4600,3,280,3,2,0,1999,46
4,7400,4,242,1.5,0,1,2007,194
0,27500,0,147,3,0,1,2008,219
5,27500,0,85,4,3,1,2007,173
6,9800,5,196,1.6,0,1,2011,101
6,21000,0,173,3,0,1,2008,284
0,9000,4,199,2.7,3,1,2003,65
0,55000,0,100,6,0,1,2009,219
2,38900,0,65,4.5,3,1,2010,130
4,4000,3,180,1.4,1,1,2006,176
5,13300,3,152,2,3,1,2009,72
6,34500,0,108,3,0,1,2012,284
1,24999,4,24,2,3,1,2012,297
6,9750,1,130,1.4,3,1,2005,147
1,5900,3,390,1.8,1,1,1996,17
6,6500,5,290,1.9,0,1,2004,278
6,11000,4,127,1.6,0,1,2012,148
2,18800,3,320,5,3,1,1998,232
6,13700,5,222,2,0,1,2011,278
6,8500,5,184,2,0,1,2007,101
6,19100,3,4,1.6,2,1,2016,158
4,10200,1,70,1.5,0,1,2013,246
1,7800,3,310,2,1,1,2000,31
2,9150,3,273,2.7,0,1,2000,115
4,7900,5,268,1.5,0,1,2008,151
5,72000,0,40,4.5,0,1,2014,170
2,49500,0,52,3,0,1,2013,185
6,45000,3,90,3,0,1,2011,212
4,8300,5,141,2,0,1,2011,286
4,5100,4,156,1.5,0,1,2006,159
5,15300,2,116,2.4,3,1,2009,102
6,7300,5,142,2,0,1,2006,101
5,14700,1,98,1.6,1,1,2013,70
2,7900,2,197,2.2,0,1,2003,296
6,2900,4,243,1.9,0,0,1999,207
1,3200,3,237,2.5,3,1,1990,34
2,4400,3,160,2.7,0,0,2000,115
5,20800,0,107,4,3,1,2006,173
5,27800,0,98,2.2,0,1,2013,222
0,16500,4,171,2,0,1,2008,64
4,10500,5,67,1.6,3,1,2012,248
3,16999,0,107,3,1,1,2008,203
0,35000,3,92,2.8,3,1,2013,64
2,21500,0,142,3.5,3,1,2008,185
2,15800,2,264,2.2,2,1,2009,296
1,75555,3,30,4.4,3,1,2014,40
5,8900,2,180,2,3,1,2003,222
4,6300,4,189,1.5,0,1,2008,159
3,20500,0,109,3.2,0,1,2009,203
6,11300,5,165,1.9,0,1,2010,101
6,42500,0,63,3,0,1,2014,284
5,28000,0,95,3.5,1,1,2011,154
3,17500,0,38,1.8,3,1,2012,68
6,7800,5,282,2.5,0,1,2000,275
2,74999,0,1,2.2,0,1,2016,134
4,10200,2,39,1.5,0,1,2014,159
1,22500,3,179,3,0,1,2007,46
2,52777,3,60,3,0,1,2012,97
5,14250,5,127,3.5,2,1,2007,253
5,26200,0,156,4,1,1,2007,173
6,9800,5,299,2.5,0,1,2002,275
2,47600,5,0,2.2,0,1,2016,296
6,8700,2,357,2.5,0,1,2003,276
1,30500,0,147,3,0,1,2008,299
4,11700,4,177,1.5,0,1,2012,163
2,6400,1,177,2,0,0,2008,76
1,36400,0,80,3,3,1,2011,299
0,75000,0,0,3,0,1,2015,219
6,6000,1,195,1.2,1,1,2004,214
2,4900,5,248,2.2,0,1,2003,296
2,6999,3,288,3.2,1,1,2001,115
6,9900,2,171,1.6,0,1,2011,101
6,3500,3,189,1.8,3,1,1993,291
1,1750,4,200,2,3,0,2000,31
4,4600,3,230,1.5,0,1,2007,159
6,9800,5,220,1.9,0,1,2008,101
4,5950,5,135,1.5,0,1,2012,159
4,7400,5,120,1.5,0,1,2012,159
0,12800,3,217,1.8,3,1,2007,61
6,9000,3,59,1.6,1,1,2013,214
3,18600,0,52,2,3,1,2013,198
1,3900,3,340,2.5,0,0,2000,34
0,92222,0,0,3,0,1,2016,219
6,5400,2,314,2.4,0,1,1993,275
0,16000,3,250,2,0,1,2008,64
6,3500,2,304,1.9,0,0,2006,285
2,6500,3,270,2.8,1,1,1999,115
2,7000,3,300,4.3,1,1,2000,115
4,10499,4,121,1.5,0,1,2013,194
4,13900,0,111,2.5,1,1,2010,160
1,6400,2,220,2.5,3,1,1997,19
1,10800,3,246,3,0,1,2003,36
1,12700,1,130,2,3,1,2007,4
1,38500,3,140,2,0,1,2012,31
3,5999,3,150,1.6,3,1,2005,164
4,9500,1,77,1.6,3,1,2011,194
6,12000,5,196,2,0,1,2011,278
2,38700,3,117,5.5,3,1,2010,234
2,40000,2,119,6.3,3,1,2008,190
2,6900,2,311,2.2,0,1,1999,296
0,24300,3,43,1.8,3,1,2012,61
3,17700,0,165,3,1,1,2007,203
5,18999,0,153,2.7,1,1,2006,173
1,8300,3,200,4.4,3,1,2001,48
5,25000,0,80,4,1,1,2008,119
3,12499,0,142,2.4,1,1,2008,199
1,2899,3,340,2.4,0,1,1988,33
1,19900,2,95,4.5,3,1,2005,44
0,51000,0,44,3,0,1,2014,219
0,81999,0,0,2.98,0,1,2016,219
1,9500,3,400,3.5,1,1,1999,47
3,10200,0,99,2,1,1,2008,198
2,5500,5,260,2.2,0,0,2004,296
6,18500,3,74,1.8,3,1,2011,211
6,11200,5,200,2.5,0,1,2003,275
1,3099,3,320,2,0,0,2000,18
0,27300,2,65,2,3,1,2011,281
3,9700,3,120,2.4,1,1,2006,141
3,18900,0,127,3,1,1,2008,203
0,33500,0,67,2,3,1,2011,218
6,5500,5,400,1.9,0,1,1995,275
6,5300,3,270,1.8,1,1,1997,207
5,25500,0,200,4,3,1,2007,173
5,23660,0,125,3.5,1,1,2013,154
3,5900,3,170,1.6,3,1,2007,164
6,15900,3,150,2,0,1,2012,209
2,105999,0,0,2.98,0,1,2016,134
2,18500,5,170,2.2,0,1,2010,296
1,86999,0,0,3,0,1,2016,301
1,27800,3,170,2,0,1,2011,31
6,9000,5,275,2.5,0,1,2002,275
5,12200,3,185,3.5,3,1,2008,102
5,5800,3,200,2.2,3,1,1999,102
6,14499,5,164,2,0,1,2013,278
0,37000,2,170,3,0,1,2010,219
6,4500,1,199,1.8,3,1,1996,144
0,6557.85,3,327,4.2,1,1,2000,67
4,6800,3,219,1.6,1,1,2007,194
1,37900,0,97,3,0,1,2010,301
0,14200,3,176,3,0,1,2005,64
3,9350,3,94,1.5,1,1,2010,166
5,3100,1,283,1.3,3,1,1994,110
3,8400,0,100,3.2,0,1,2011,203
0,30650,4,35,2,3,1,2013,62
0,8800,3,298,2.4,1,1,1999,64
3,7699,0,254,3,3,1,2002,202
4,6400,5,136,1.5,0,1,2012,159
6,16200,1,44,1.4,3,1,2012,148
6,4100,3,88,1.8,1,1,1993,291
2,6800,3,235,2.2,0,1,1999,79
6,10600,3,75,1.6,3,1,2012,214
5,13000,0,149,2,3,1,2006,222
5,6500,3,248,2,3,1,2001,72
0,25500,4,181,3,3,1,2009,65
6,28000,0,132,2,0,1,2011,69
0,3500,3,200,2.5,0,0,2001,67
6,14899,5,165,2,0,1,2013,101
1,3500,3,300,3,0,0,1999,36
1,3500,3,272,2,0,1,2000,18
6,71138,0,0,3,0,1,2016,284
4,9658.94,3,1,1.2,3,1,2016,176
6,13000,5,178,2.5,0,1,2007,279
5,8000,1,115,1.6,3,1,2007,110
1,56500,0,1,2,0,1,2016,299
4,9700,4,114,1.5,0,1,2012,159
2,7300,1,176,1.4,3,1,2004,55
4,9000,4,190,1.5,0,1,2009,194
6,17900,3,96,2.5,3,1,2013,209
6,10700,3,147,2,3,1,2007,208
2,11600,3,186,3.2,3,1,2003,115
6,15000,5,275,2.5,0,1,2008,277
6,8350,1,200,1.4,3,1,2005,147
2,7700,3,199,5,3,1,1996,232
1,47000,2,5,2,3,1,2014,305
0,72000,3,55,6.3,3,1,2012,67
3,17499,0,149,3,1,1,2008,203
4,11300,4,141,1.5,0,1,2013,194
5,8500,3,168,1.6,3,1,2008,110
2,14490,4,212,2.2,0,1,2008,115
6,11999,5,176,2,0,1,2011,278
6,4300,1,217,1.6,1,1,1997,144
1,35500,0,33,2,0,1,2014,297
5,2800,2,421,1.3,1,1,1988,110
1,37976.25,3,0,2,3,1,2016,31
4,10500,5,183,2.5,0,1,2006,286
5,74999,0,1,4.5,0,1,2016,170
4,7300,5,125,1.5,0,1,2012,159
3,12200,0,140,2.4,3,1,2007,199
2,13600,5,199,2.2,0,1,2009,296
0,5000,3,280,2.3,1,1,1992,1
4,12800,2,188,2,0,1,2008,286
6,12499,2,184,2,0,1,2012,280
3,2800,3,150,2,1,1,1996,141
4,7300,5,200,1.5,0,1,2007,194
3,6800,3,82,2,3,1,2007,164
3,9500,0,225,2.4,1,1,2004,198
0,15900,1,160,1.4,3,1,2011,60
6,8900,2,180,1.9,0,1,2010,101
5,16030,3,90,2.5,1,1,2012,102
1,28000,3,170,2,0,1,2011,31
0,10700,4,222,2.5,0,1,2005,64
2,7000,3,230,2,1,1,2000,115
6,8800,5,260,2.5,0,1,2008,278
6,35000,0,20,2,0,1,2014,283
0,8000,4,200,2.7,0,1,2006,64
2,15400,3,260,2.2,0,1,2008,115
6,7650,3,325,1.8,1,1,2003,207
3,10600,0,52,2,3,1,2008,198
4,8200,4,192,1.5,0,1,2010,176
1,45000,3,29,2,0,1,2016,31
6,5699,5,258,2.5,0,1,2001,276
2,13200,5,217,3.7,1,1,2005,293
6,11500,5,70,2,0,1,2013,101
6,12700,5,213,2,0,1,2012,278
6,12300,1,62,1.4,3,1,2012,214
2,35500,3,100,3.5,3,1,2010,228
0,15500,3,210,2,0,1,2008,61
2,33000,0,109,2.2,0,1,2012,135
1,6500,3,280,2,3,1,1997,18
6,2350,3,11,1.9,2,0,2000,207
6,17900,0,130,3.6,1,1,2007,284
1,34500,2,160,3,0,1,2010,299
4,12300,3,99,2.5,3,1,2011,174
2,20500,3,193,3.5,2,1,2006,97
1,75555,3,30,4.4,3,1,2014,178
5,12800,3,145,2.4,3,1,2008,102
2,12800,2,360,2.2,0,1,2008,296
0,6900,3,327,3.7,3,1,1997,67
6,17200,0,220,2.5,0,1,2006,284
4,6800,3,87,1.4,3,1,2013,271
0,14300,2,80,4.2,3,1,2004,67
6,11600,3,169,1.4,1,0,2013,209
6,11990,5,231,2.5,0,1,2002,275
1,77777,3,8,4.4,3,1,2014,50
2,28500,2,65,1.8,3,1,2011,115
0,42700,0,75,3,0,1,2013,219
6,6950,2,217,1.9,0,1,2006,101
6,7300,1,117,1.4,3,1,2007,214
3,27565.2,0,1,2.5,0,1,2016,202
6,12900,4,145,1.6,0,1,2011,150
6,5900,3,217,2.3,3,1,1999,78
2,2600,1,111,1.4,3,0,1999,55
0,2799,4,390,1.9,0,0,1998,64
3,21000,0,98,2.5,0,1,2011,202
0,4999,3,231,1.9,0,0,2002,64
6,6900,3,160,1.6,3,1,2003,78
2,5800,3,366,3.2,1,1,1991,227
3,15700,2,68,1.8,3,1,2011,68
6,74500,0,0,3,0,1,2015,284
2,22900,3,131,5.5,1,1,2008,232
2,32000,0,96,3.5,3,1,2010,185
2,35300,3,3,1.6,3,1,2014,85
6,6900,3,320,1.8,1,1,2002,207
1,7000,3,286,2.8,3,1,2001,31
6,35800,0,92,3,0,1,2011,284
6,10700,1,60,1.4,3,1,2010,214
1,23999,0,194,3,3,1,2007,299
6,2700,1,300,1.9,0,0,2000,145
5,18200,0,146,2.7,1,1,2006,173
0,2450,4,325,2.5,0,0,2000,64
0,15800,1,123,1.4,3,1,2010,60
6,9400,4,176,1.9,0,1,2005,207
3,5800,4,230,1.6,3,1,2005,255
6,13499,3,162,1.4,3,1,2012,209
6,39615,3,0,2,0,1,2016,210
5,23300,0,40,2,3,1,2014,222
0,2100,3,217,1.9,0,0,1996,61
2,2700,3,337,2.3,1,1,1988,12
6,6700,5,16,2,0,1,2005,101
1,43163.25,0,0,2,0,1,2016,297
5,28350,0,92,2.2,0,1,2013,222
5,29500,0,90,2.7,1,1,2010,173
6,8200,3,258,1.9,0,1,2004,207
2,10999,2,269,2.2,0,1,2006,265
4,8299,3,19,1.2,3,1,2013,176
5,20500,3,105,2.5,3,1,2013,102
6,14500,5,168,2,0,1,2012,278
5,17300,2,135,3.5,1,1,2009,102
2,18700,3,105,5.5,3,1,2006,232
5,13200,3,38,1.33,3,1,2014,110
6,2450,3,200,1.3,1,1,1991,158
0,55000,1,24,2.8,2,1,2014,66
5,20000,5,135,2.4,1,1,2006,215
6,4000,1,266,1.9,0,1,1993,144
3,16900,2,120,3,3,1,2008,203
3,11450,3,60,1.6,1,1,2012,166
2,24500,0,236,5,3,1,2000,124
4,12350,3,64,2,1,1,2011,120
2,6900,3,239,2.3,3,1,1996,115
5,30500,0,40,2.7,3,1,2011,173
3,8800,3,105,2,1,1,2008,166
0,9700,3,249,2.5,0,1,2004,64
1,63500,0,33,3,3,1,2015,299
3,8900,3,96,2,3,1,2008,166
0,1950,4,210,1.8,1,0,1996,61
0,4400,3,190,2.5,0,0,2003,64
5,12450,3,162,3.5,1,1,2007,102
0,3200,3,295,2.5,0,0,2000,64
0,12600,3,294,3,1,1,2004,67
2,4400,3,225,2,1,1,1995,115
2,3900,3,111,2.5,0,1,1989,115
6,8499,3,101,1.6,3,1,2012,214
2,8000,2,230,2.2,0,1,2001,296
6,3500,1,250,1.9,0,0,2000,77
0,11900,3,195,2.4,1,1,2005,64
5,24800,3,43,2.5,1,1,2015,102
0,3800,4,190,2.5,0,0,2002,64
6,7500,5,230,1.9,0,1,2006,101
1,8999,3,270,2.8,3,1,1998,35
6,5000,5,326,2.4,0,1,1995,275
2,21000,0,135,3.5,3,1,2007,185
4,4200,5,142,1.9,0,1,2007,159
3,18000,0,160,3.2,0,1,2007,203
6,8500,5,220,2.5,0,1,2003,275
4,3750,1,232,1.8,3,1,1997,163
6,9000,2,212,2,1,1,2007,101
3,6300,0,235,3.2,0,0,2001,200
1,8400,3,297,2.2,3,1,2000,18
6,17000,5,157,2,0,1,2010,277
6,3000,3,240,1.8,3,1,1991,158
2,21300,0,114,4.7,3,1,2007,130
1,16500,0,230,3,1,1,2004,299
2,7300,2,250,2.2,0,1,2005,263
2,2300,3,300,3,0,1,1999,115
1,8200,3,250,4.4,3,1,1997,38
0,35000,3,61,2.8,3,1,2012,64
6,7800,4,193,1.9,0,1,2002,207
6,8200,1,157,1.6,3,1,2008,146
0,39999,0,45,2,0,1,2014,218
4,11900,2,173,2,0,1,2012,286
2,3600,3,276,2.7,0,0,2001,115
6,3399,3,201,1.8,3,1,1991,205
1,2650,4,335,2,3,0,2000,18
2,11700,1,103,1.5,3,1,2007,56
1,2550,4,312,2.5,0,0,1999,34
2,2550,4,367,3.2,0,0,2000,115
0,31700,3,32,1.8,3,1,2014,61
2,125000,3,18,3,0,1,2015,228
1,20500,0,285,4.8,3,1,2006,299
3,2600,2,200,2.4,3,0,2002,164
1,2500,4,250,2.5,0,0,2000,34
2,13200,5,182,2.2,0,1,2011,296
2,31000,0,220,3.2,0,1,2008,127
0,30900,4,118,2,3,1,2013,62
3,4750,3,167,1.6,3,1,2003,106
5,8950,1,118,1.6,3,1,2008,70
4,8300,5,177,1.5,0,1,2007,151
0,6900,3,360,2.5,0,1,1997,64
1,69999,0,71,4.4,3,1,2011,300
6,3250,3,255,1.9,0,0,2003,207
6,11900,1,91,1.4,3,1,2010,148
3,9600,2,114,2,3,1,1999,116
2,21200,4,206,2.1,0,1,2011,79
5,102999,0,0,4.5,0,1,2016,170
2,11900,5,277,2.2,0,1,2007,296
4,9999,5,185,1.5,0,1,2008,159
4,8500,3,57,1.2,1,1,2013,176
6,6500,2,385,2.4,0,1,1997,275
3,8700,3,80,1.5,3,1,2008,166
6,8599,5,169,1.6,0,1,2011,101
6,12700,1,156,1.6,0,1,2011,148
3,7700,3,135,2,1,1,2007,164
3,8700,3,150,2.4,1,1,2007,141
3,9300,3,95,2,3,1,2007,166
2,3550,3,238,2.2,0,0,2001,115
0,29800,0,151,3,0,1,2007,219
4,3900,5,202,1.9,0,1,2001,159
6,7000,5,345,1.9,0,1,2006,278
0,17700,2,70,2,3,1,2009,281
5,9999,3,225,3,1,1,2004,102
0,25300,1,180,2,0,1,2011,63
0,22500,4,175,2,1,1,2010,62
6,18600,3,2,1.6,3,1,2015,158
3,6999,3,160,2,3,1,2007,164
5,16200,0,281,4.2,0,1,1999,168
5,18000,0,320,4.2,0,1,1999,168
2,27300,3,144,2.14,0,1,2011,115
1,12000,0,218,3,0,0,2006,299
6,1800,2,280,1.9,0,0,1997,207
0,20500,3,106,1.8,3,1,2011,61
6,10493,2,1,1.4,3,1,2014,214
1,16800,3,154,3,3,1,2006,23
1,8200,3,238,3,0,0,2004,46
2,14500,5,171,2.2,0,1,2011,296
6,24500,0,62,2,0,1,2012,211
5,13250,3,96,2.4,1,1,2008,222
5,6400,3,250,3,1,1,1998,102
2,29500,3,135,5.5,3,1,2008,234
6,69990,5,1,5,0,1,2015,196
0,2600,4,110,2.5,0,0,2002,64
4,10500,4,185,1.5,0,1,2011,194
6,27200,0,1,2,0,1,2015,283
2,1350,3,360,2.5,0,0,1989,115
5,13900,3,139,2.4,2,1,2008,102
1,12800,3,194,4.4,1,1,2002,49
5,21200,0,135,4,1,1,2007,173
2,8700,3,196,2,1,1,2000,115
5,8800,3,165,1.8,3,1,2007,72
5,12900,3,129,1.8,3,1,2009,72
1,9500,3,339,3,0,1,2001,36
1,10700,3,243,3,0,1,2002,36
6,10800,5,156,1.6,0,1,2012,101
3,2400,1,350,2,1,1,1989,141
4,13300,2,132,1.5,0,1,2012,194
1,34500,0,85,3,3,1,2010,299
1,57000,2,20,3.5,3,1,2013,301
4,7200,5,146,1.5,0,1,2012,159
5,23400,3,69,2.5,1,1,2014,102
5,48000,0,59,3,0,1,2014,173
6,4200,3,1,1.4,3,1,2012,148
2,6200,2,340,2.4,1,1,1998,115
1,2900,3,225,2.5,3,0,1997,32
2,12700,2,199,2.2,0,1,2011,296
0,16999,4,140,4.2,3,1,2007,65
6,13972.07,3,0,1.6,3,1,2016,214
2,41900,3,95,6.2,3,1,2011,232
4,6650,4,227,1.5,0,1,2005,194
2,9200,2,280,2.4,3,1,2003,115
1,15300,3,250,2.5,3,1,2006,34
6,1450,5,100,1.6,0,1,1988,274
6,5900,5,278,1.9,0,1,2005,101
2,4900,3,282,3.2,1,1,1993,115
1,12900,4,260,3,0,1,2004,23
5,33333,4,73,4,1,1,2009,119
6,7200,1,127,1.39,3,1,2007,214
1,77777,0,1,3,0,1,2014,301
2,2300,1,175,1.4,3,0,2000,55
6,13000,0,235,3.2,1,1,2005,284
6,3000,5,318,1.9,0,1,1993,276
4,7999,5,92,1.5,0,1,2013,159
2,11000,5,250,2.2,0,1,2005,296
1,81000,3,23,4.4,3,1,2014,178
1,3800,3,304,1.9,1,0,2000,17
